%eval_id interface log__t_efold_shallow log__t_efold_soil log__t_efold_karst f_exfiltration_shallow f_exfiltration_soil PDD_melt_factor log__Hmax_shallow log__fdd_threshold snow_insulation_k baseflow_Q     log__routing_K neg_kge        
18       I1         0.8821798522   1.712974657    4.429994142    0.4681276703   0.3414622524   6.138323028    1.747056741    0.9443455124   0.09687939109  0.1588523885   -0.05789034453 0.3510145312   
19       I1         1.754165204    2.299507961    2.994224371    0.1365093359   0.1898148325   1.285742782    1.91254571     2.055934242    0.06145809899  0.1544377625   -0.331226698   0.2986647567   
20       I1         1.410844564    2.407561628    3.266249106    0.1476893845   0.02994830241  7.112600664    1.149856099    2.768673585    0.09153581866  0.05880899688  0.5618529663   1.019813833    
21       I1         1.705715745    2.488288281    2.847328631    0.8315033959   0.0484617857   2.551934855    3.016951563    2.55376601     0.1485310072   0.02422403007  -0.2130201417  0.8109985908   
22       I1         0.8338031471   2.000293527    3.215936495    0.3100129122   0.4610069183   0.4799825509   3.166076141    0.9165776792   0.02643219719  0.04910119415  0.270269134    0.8825776842   
23       I1         1.956024234    1.901547742    3.091685818    0.06347138941  0.3368864109   2.829426214    1.375566622    1.37273744     0.06710045953  0.07711858737  0.722789629    0.7525758539   
24       I1         1.853645615    1.866032498    4.445073272    0.6682522869   0.1090620174   4.124568675    3.271262121    2.179021285    0.07298436433  0.0312210054   0.04473927255  0.1584107009   
25       I1         1.02088661     1.772377062    2.881948345    0.3952466911   0.1531534745   3.84481336     1.659801522    2.344272776    0.1280760708   0.02604609715  0.07249794206  0.9477224152   
26       I1         1.55234451     1.91308261     3.804717974    0.4088656905   0.2769640907   4.728388251    2.693995187    0.6234492863   0.1216214533   0.2846777108   -0.1711711146  0.4017881815   
27       I1         1.489386704    1.016417413    4.478365765    0.5327328235   0.07422057778  0.4232596352   2.245780458    1.41437727     0.04737993652  0.1440161838   -0.9920235546  0.2718225117   
28       I1         1.922741166    1.293362253    3.937910057    0.9538877546   0.2451389809   2.017122039    3.284479811    0.894750979    0.08250384046  0.08540032218  -0.04557088007 0.3382421812   
29       I1         0.9869559751   1.625971422    3.086598135    0.4723098789   0.9066224618   4.936652069    3.217602306    2.171711927    0.07790360766  0.06641283458  0.08861374577  0.7458689546   
30       I1         1.323262714    1.234350195    2.915510221    0.176803382    0.8718494731   6.776723139    1.038891193    0.1934143029   0.1465815045   0.2930016291   0.155087912    0.2573259919   
31       I1         1.980969714    1.967639135    3.053189839    0.4037020077   0.2249136607   2.04783647     3.120827288    1.301082103    0.06008628404  0.161542796    -0.5710018159  0.3523071344   
32       I1         0.6630983557   1.809580411    4.200932026    0.4131563162   0.5615971726   7.267569472    1.646961503    2.460068593    0.04069295183  0.1466942612   -0.9302831726  0.4443544116   
33       I1         1.280693964    1.819858956    3.527121202    0.1381101293   0.4883536824   1.188839618    1.257138806    1.927537981    0.1274157622   0.008292317452 -0.5916193209  2.205305322    
34       I1         1.028443506    2.341796621    3.921895255    0.8233939192   0.7866513945   8.336986464    1.070727581    0.4414138806   0.04359658885  0.01633862299  -0.2630892355  2.022554397    
35       I1         0.3079017367   1.723872528    3.896774347    0.2840264418   0.5722213742   7.873275089    1.440257593    1.035189702    0.02013986903  0.2173426013   0.4789876932   0.2016286812   
36       I1         1.438799716    2.553750709    3.448172915    0.3600863832   0.8643014036   4.009172571    2.166619707    0.3749216878   0.1056830911   0.1126883419   -0.9007004512  0.216631511    
37       I1         0.4016286348   1.857502393    2.724693147    0.2525859039   0.8862407109   0.610352996    2.640794539    1.164832077    0.04337993949  0.2802500748   -0.7833879862  0.206482705    
38       I1         1.607192346    2.264217556    3.908262726    0.6439829026   0.6440832183   8.590859009    2.457894546    0.518172534    0.124862094    0.181076174    0.6985175133   0.2006975518   
39       I1         0.8994731689   1.872888018    3.103053777    0.1522689735   0.9849853431   7.140130212    1.192543659    1.724630396    0.07350079917  0.004767447902 -0.6405967086  2.402057373    
40       I1         0.9112346406   1.097353254    2.553667634    0.9884591002   0.03605611256  6.452092482    1.80580799     1.451545956    0.1105673606   0.2778164568   0.5210925952   0.1545937919   
41       I1         1.717127327    2.563298341    4.172514511    0.2363858541   0.1170697451   6.155527653    2.790834008    2.225697083    0.118836443    0.1713180064   -0.3969240461  0.5867119021   
42       I1         0.560579495    2.133984655    4.054003948    0.4415317787   0.6777095541   1.859937277    3.343020981    1.810897742    0.07522853988  0.2653119366   0.6029548605   0.168874845    
43       I1         1.310744326    1.784465805    4.068925653    0.05664595001  0.9658664552   9.21027408     3.395639015    0.405509442    0.09240085246  0.006697346642 0.9910281888   1.144533875    
44       I1         0.7053730573   2.614324739    3.288925612    0.09303893924  0.49233943     0.9808256413   1.669623209    0.01885421188  0.03737434396  0.1026287745   0.5462182917   0.4227655309   
45       I1         0.5219047772   1.641290698    4.260009646    0.08296031287  0.9181502093   1.914269064    2.808883335    0.3989029848   0.142922279    0.04670810447  0.7435927634   0.793854035    
46       I1         1.594082283    1.126281319    3.409354918    0.1845211468   0.2796770395   7.787279063    1.290537531    2.824513642    0.04926247615  0.2638377711   -0.2937604624  0.4183819355   
47       I1         1.615738806    1.513949634    4.136342117    0.9796379121   0.3286958889   4.014965611    2.052768736    0.7302003434   0.1341345003   0.2539578543   0.5350828349   0.2133491213   
48       I1         1.096953965    1.74734508     3.956057599    0.7495471175   0.2633067763   0.1113407298   1.760686845    1.688878128    0.1373312794   0.2062023429   0.3154873159   0.1732957493   
49       I1         1.960481221    1.283430578    3.1970064      0.3225876825   0.7255757899   6.331887949    2.677691111    0.301226491    0.02068969248  0.1208854727   -0.7955555696  0.1907864479   
50       I1         1.763925888    1.803974027    3.536263838    0.541778606    0.2394207409   3.242695856    2.275823257    2.117338985    0.07265439387  0.1904267767   -0.8939315861  0.3044237371   
51       I1         1.256161827    2.5130866      3.317980748    0.8367118221   0.1718932345   1.047536079    1.132739572    2.776725789    0.01495497178  0.2966634001   0.06456505267  0.2516736969   
52       I1         1.47259        1.636726289    3.918206436    0.4982750828   0.3176662589   0.1807719634   1.005840887    0.3400980331   0.0219333705   0.04008129986  -0.5435073799  1.638941583    
53       I1         1.247219238    1.185621855    3.294143353    0.6169280782   0.8789850653   7.31854531     2.04077936     1.229174108    0.04006171947  0.150252421    0.3373427054   0.2835645152   
54       I1         1.73112323     1.051732896    2.523780995    0.2955854276   0.9266990333   2.099368541    2.466265489    0.1659144012   0.1456170064   0.04271269872  0.4867087369   0.6894803276   
55       I1         0.8045915082   1.028271672    3.363630834    0.9076708301   0.0202472069   3.635699302    2.486941031    0.4931421236   0.05129234746  0.0934377225   0.42181485     0.7069761741   
56       I1         1.20888945     2.093133211    2.568326192    0.9161871134   0.9455688395   7.427433249    1.322500014    2.441694162    0.03488479031  0.1998440506   -0.810481556   0.4514866728   
57       I1         0.5964134953   1.942919303    4.385810799    0.1643987006   0.6984740392   7.726871273    2.673346641    2.487139301    0.02797458266  0.2834676722   -0.491347181   0.270064469    
58       I1         1.650778296    1.487714046    4.011008415    0.1991829632   0.1369696217   4.691825391    2.630282138    1.072711507    0.00981164144  0.121580978    0.577996286    0.2882488821   
59       I1         1.81565993     1.56709405     3.494053802    0.2227157457   0.7478827292   1.39817282     1.736800534    1.668822826    0.004870288585 0.09629449376  0.8462298488   0.4268273004   
60       I1         0.7117369792   2.232408175    3.763815005    0.8478317      0.6035568613   4.260571914    2.91675701     0.2732341874   0.01343576109  0.08998920798  0.03246602149  0.8567328709   
61       I1         1.805055113    2.451447862    3.39532452     0.5010571741   0.7654600043   4.87901256     1.036660246    0.04022089047  0.01647353346  0.2921276697   -0.6344821817  0.5055913291   
62       I1         0.9723733239   1.497129676    4.343964989    0.7424456046   0.4135150461   2.62875419     2.658951036    2.088028708    0.018586782    0.1282945478   0.637250079    0.3842975623   
63       I1         0.7827219914   1.107859401    3.239729348    0.1431957361   0.3711483416   4.106631229    1.764824294    1.792017861    0.1227171527   0.1474448342   -0.1332041096  0.2417827282   
64       I1         1.001251893    1.476827842    2.583711319    0.09484864392  0.7023414344   5.936447582    1.502462651    1.897622279    0.147568301    0.1750365594   -0.5117192041  0.3111954839   
65       I1         1.212039554    2.05260005     3.983472701    0.5822604601   0.2024594346   2.245178107    2.896475106    1.730171856    0.02297019193  0.1037072661   -0.02486007686 0.4592340852   
66       I1         0.3160663151   1.89441514     4.285975636    0.5146591661   0.7203558098   0.208209793    1.204150956    0.2981488567   0.09975719641  0.0726637103   0.1371337249   1.046053316    
67       I1         0.5328893243   1.959262515    3.967034914    0.1097605279   0.09676746852  4.81531904     2.818549392    0.601396248    0.02509708657  0.2077514615   0.5036395973   0.1731327599   
68       I1         0.9294416391   2.402460187    2.600405533    0.5279647682   0.5414871675   0.5881341888   3.368654007    1.476364732    0.09512350073  0.06482990557  -0.2808197618  0.8191987623   
69       I1         1.794343393    2.085767437    4.390373804    0.2147362467   0.3536942089   9.178860468    2.501488129    0.3837209791   0.07007622819  0.1145719985   0.7152595511   0.4798458252   
70       I1         0.4423657064   1.196024326    3.556788171    0.713796795    0.676343048    6.513782869    2.617147676    1.98959652     0.008722708975 0.1014779428   -0.4072692744  0.9239355364   
71       I1         1.871245481    2.014978683    3.200341316    0.4397966583   0.8448070479   1.724995369    3.156593598    1.504328578    0.05397412103  0.1792661406   -0.4667220138  0.2762683778   
72       I1         0.8414370897   2.506003395    3.514350809    0.7974454449   0.1317473279   5.606839782    3.14079486     1.819704135    0.1348235245   0.2659571122   -0.2431710826  0.1995839026   
73       I1         0.6141995046   2.057175774    2.625546715    0.5375843765   0.5544735924   3.295380328    2.416570064    1.328780551    0.1043252701   0.192605922    -0.5017822379  0.3555597273   
74       I1         0.8252572498   1.985281329    3.177042209    0.7065451786   0.8368809941   0.2658313869   2.255467775    2.955752295    0.1241357541   0.2220806454   -0.1061365239  0.1956036666   
75       I1         1.725021871    2.45621537     3.549174485    0.8862005328   0.3741970611   2.998884002    2.001481473    2.744544277    0.03185246026  0.2130755652   -0.3539649293  0.1293131369   
76       I1         0.44767833     2.441534055    3.066677678    0.7006101316   0.5753240014   1.29660512     2.084853484    0.05217774912  0.08421151708  0.1157254476   0.245910656    0.6584300228   
77       I1         1.223180696    1.58737199     4.214466027    0.2022170083   0.9654515445   8.731779812    1.622142185    2.987323265    0.05808351088  0.2553238178   0.4341217125   0.1727692098   
78       I1         0.3355633099   1.128098203    2.63633544     0.7643641493   0.2101655837   7.928094173    2.159048172    2.446880534    0.06192180875  0.2945850672   0.9863965661   0.2499437666   
79       I1         1.782005308    2.179753498    3.026651672    0.03813466218  0.544416591    8.123806979    2.291507961    2.219610289    0.01082768836  0.2582003247   0.1265346684   0.480301059    
80       I1         0.9691902626   2.594635822    4.145300529    0.8420744192   0.4506584715   2.745035188    2.205949187    2.859379984    0.1318089021   0.2416631677   0.1600216106   0.1427608289   
81       I1         1.182617716    2.223409274    4.230808878    0.7223955554   0.5114201736   8.826475595    2.861752951    2.976354299    0.1178208831   0.2128149756   -0.6995304017  0.1349096211   
82       I1         0.953608261    2.204986631    4.126820906    0.617714539    0.4057471772   3.510819458    2.062803635    0.5975805961   0.1300318976   0.2437909869   -0.4234546257  0.1694879578   
83       I1         1.154517324    1.141502574    3.451950994    0.9694566188   0.151121497    5.80948257     3.454779949    2.519815896    0.1448517014   0.0101842645   0.3783589419   1.685622031    
84       I1         1.934856469    2.379669596    3.161199709    0.8073782172   0.4213703107   9.005140482    2.96451766     0.6845887361   0.007862350739 0.003780384401 -0.7220416001  1.077048696    
85       I1         1.497551585    2.278022308    3.416947156    0.4330385135   0.0188045118   9.036374273    1.332058821    1.261119775    0.01926088922  0.1326731813   0.4471354503   0.5006389099   
86       I1         1.372596453    1.250427937    2.784622419    0.5779265914   0.8943826397   0.8439711334   2.443266495    1.833760868    0.03373371824  0.2403865097   0.8698789191   0.2046561864   
87       I1         1.085978899    2.536586003    4.364753591    0.8533427611   0.687578367    7.20546421     1.34939073     2.404277565    0.03635259849  0.01998529102  0.09652809674  1.67607843     
88       I1         1.369271837    2.170776757    3.074430617    0.08766672647  0.3475508259   9.915759666    1.818605578    0.1985755591   0.03827675159  0.1978669227   -0.9644884272  0.2400285377   
89       I1         1.688565927    1.527252954    2.50846943     0.8872960347   0.5959419406   4.188251874    1.463704901    1.189815824    0.009378475582 0.1646911938   0.1090151029   0.4288204356   
90       I1         1.924432175    1.039329499    3.727471997    0.2707709073   0.6859801251   2.517408922    3.230032266    2.673580145    0.04663118394  0.239851397    0.4685879183   0.420220098    
91       I1         0.3428379557   2.499987905    2.877630711    0.3293674977   0.9560722305   3.172767327    2.351854157    2.818122399    0.09664952539  0.1319335686   -0.6713948816  0.376506819    
92       I1         0.5405389815   1.457003444    4.453154615    0.1959069276   0.1464932831   8.1829479      2.014719743    0.4522946708   0.1422218189   0.1198976337   0.9111448851   0.4104012476   
93       I1         1.839793129    2.423392337    3.888234681    0.949850622    0.4360966493   1.655307686    3.499421442    1.533962724    0.1258041103   0.1292435492   -0.233224821   0.2083975291   
94       I1         1.478389462    2.145625973    2.692654783    0.4492392441   0.3786067364   5.154428555    1.15780769     1.545851775    0.137179929    0.1093861231   -0.7308262746  0.9789952587   
95       I1         0.6022293771   2.604477542    4.075871714    0.6347489478   0.6129824364   8.404803086    2.304546321    0.1506174106   0.1077187073   0.1355209459   -0.7705447428  0.6551750586   
96       I1         0.4144263736   1.061800788    4.336244821    0.5177268601   0.7426657893   3.731313954    2.313800446    0.2573387999   0.06582066675  0.1658409883   -0.0718794109  0.5110293585   
97       I1         0.3196891923   1.717098167    3.381960818    0.9721338354   0.8574453403   9.446711023    2.554142808    1.617396896    0.1005065745   0.2257490202   0.4583150151   0.2463492411   
98       I1         1.681532474    1.584203397    2.738898102    0.4016370178   0.5879647622   5.383896754    2.757521514    2.660883043    0.05488479935  0.01826458815  0.7605917496   0.6425745956   
99       I1         1.067199112    2.462591002    2.952759793    0.6860621967   0.5019211353   1.450095686    2.186557027    1.383870048    0.09812008648  0.1124755036   0.1708686619   0.4730759193   
100      I1         1.428796657    2.56527134     3.487997143    0.3277216254   0.7828581071   3.769961236    1.685179173    1.740061967    0.07943491215  0.08558548732  -0.321102038   0.566668781    
101      I1         0.6216393137   2.523376056    3.477901424    0.2064273717   0.320789198    6.060494108    2.945800992    2.571361517    0.0683888669   0.1064374013   0.3034123706   0.2231855002   
102      I1         1.823406715    2.542529793    4.027680889    0.7913672041   0.9345541318   4.573599613    2.728509133    1.209745649    0.09108742021  0.09961651597  -0.4879331245  0.2628701941   
103      I1         1.943173811    2.24825311     3.864345957    0.113720066    0.6491970592   3.394123053    2.393268664    0.5547546341   0.05041932712  0.1726932053   0.8514384187   0.4591489952   
104      I1         1.898912245    2.47746857     3.343104422    0.3521041237   0.8192303817   9.262748823    2.435221826    2.491270314    0.01741681244  0.1429316904   0.5954491473   0.3221293718   
105      I1         0.8516816416   1.61212834     2.967713737    0.1321148206   0.6400701768   6.909899875    3.0392257      1.097636174    0.08144251915  0.0952374947   -0.8885587664  0.5367016219   
106      I1         1.771281175    1.395823821    3.602551072    0.6610366424   0.8757510767   7.653929643    2.491389903    2.320806701    0.0256791906   0.1366490234   -0.08566258314 0.2005707929   
107      I1         1.630208966    1.189145543    2.66725301     0.6304719765   0.6010431956   0.7093392765   2.194619009    2.078921093    0.09597826708  0.1264231456   -0.1196759876  0.2389867661   
108      I1         0.4860849217   1.986444153    3.222304965    0.5638364349   0.6078054416   2.796858207    1.265648282    0.9699036579   0.08765395876  0.2342025802   -0.6525276902  0.4182354763   
109      I1         1.539037421    1.001664257    3.331379779    0.7525369395   0.5334932255   6.366329451    2.377638508    1.467986534    0.01228201179  0.09829410237  -0.1905552983  0.4292528078   
110      I1         1.397354438    2.239934853    2.982554117    0.01798505188  0.01450288372  0.5099906425   1.606807955    2.526620359    0.1067204685   0.1630616328   0.5141898021   0.2195675669   
111      I1         1.891687544    1.271565045    4.223294394    0.1715781143   0.8883612712   2.339326773    1.982000801    2.650747806    0.09396876236  0.1499891462   0.9507995359   0.2062475917   
112      I1         1.562283398    1.689175818    2.708406625    0.4886333168   0.4564087718   7.517247668    2.345952424    0.07751906206  0.04627603461  0.03328882449  -0.1859999716  0.7283763155   
113      I1         0.4763555759   2.652883391    3.827213992    0.1590168536   0.5163311147   8.004857896    2.539600155    2.949854696    0.03537210342  0.05024582537  -0.9480750681  0.2746928563   
114      I1         1.226553525    1.089384525    3.750492283    0.6915519842   0.635782298    0.3541249756   2.994583751    2.336997822    0.0903628085   0.2746766343   -0.8610594039  0.1480529654   
115      I1         1.98336308     2.369053499    4.357984449    0.6256104145   0.4379601099   6.727539677    2.700210411    1.579748189    0.04261812593  0.1861413801   -0.3677020813  0.3739001543   
116      I1         0.326611012    1.793080032    2.683784505    0.7261567476   0.06154652329  5.526973876    2.719702949    1.337555709    0.03016327621  0.01433757887  0.2619529614   1.890190984    
117      I1         0.9614019113   1.311800029    3.180371454    0.2415289168   0.2463200352   3.05496928     2.327368111    0.3197858511   0.1063776834   0.2532552349   -0.9864199783  0.2139022965   
118      I1         0.9170691111   2.360140599    3.664249371    0.4510187388   0.2130497318   6.790676587    2.517988877    1.517434438    0.001968471256 0.06828547268  0.7966137695   0.6009805225   
119      I1         0.3527387624   1.927909829    3.352611263    0.558378643    0.4980782255   9.372141183    1.117540016    1.564153784    0.131244127    0.07948897005  0.9207430378   0.6447900664   
120      I1         0.8935711441   2.030388091    4.004195038    0.6029956616   0.4776620772   2.198446692    2.120035492    1.850547656    0.1483962682   0.06134556823  -0.01212732159 0.8426471756   
121      I1         1.130394371    2.429422706    2.591971168    0.4219138684   0.70896935     3.326900484    3.47513158     0.1262265452   0.07155125084  0.2022559761   0.9477062294   0.2052541194   
122      I1         1.623598457    2.305676635    2.970168461    0.7568711672   0.7716847948   3.583289689    1.957670154    2.932410703    0.002415781961 0.2476636367   0.9032487203   0.2808304898   
123      I1         1.87357065     2.250487389    2.792456384    0.5888760907   0.7583853412   9.498619974    1.389500424    1.053967897    0.07644533892  0.2974629078   -0.5872783314  0.4262200205   
124      I1         1.889074199    2.129130358    4.168659817    0.5620416207   0.05804388927  9.566788489    1.572937828    1.936333729    0.1322439747   0.08289933768  0.7398747344   0.5879519641   
125      I1         0.9905189919   2.286075393    4.244123627    0.9833121046   0.4079067984   2.320547786    1.278774894    1.004257686    0.05426531385  0.261180363    -0.3479191095  0.3030584025   
126      I1         0.5788834067   1.549901358    3.713125202    0.7310735944   0.8056751453   5.002589404    3.28990503     2.713879364    0.1112880508   0.2375828651   0.8881793251   0.1466383328   
127      I1         0.4101983734   2.316377652    4.464930667    0.217349812    0.8113767914   4.226906781    1.426296588    0.09999375941  0.01162022567  0.2502796706   -0.6208765253  0.3397655262   
128      I1         1.57691792     1.977115245    3.25662178     0.3084367129   0.754291487    2.691800039    1.72141094     2.01426454     0.1447175053   0.1387857835   0.005059092713 0.2868563672   
129      I1         1.674092136    1.163132893    4.481868748    0.9177468062   0.2729843773   3.14755921     2.743015731    1.773600242    0.1015553587   0.1557735301   -0.1583011778  0.1717682786   
130      I1         1.861285023    1.374613359    2.941521391    0.9335967232   0.4709062678   2.162021918    1.537824066    2.83750996     0.1144477317   0.2213342104   -0.4775272304  0.3854145588   
131      I1         1.736972913    2.037184526    2.822218806    0.9304729949   0.7983745614   2.417095971    3.19877864     0.0009784810385 0.0765216185   0.2732727281   -0.2267234481  0.2655122956   
132      I1         1.567202837    1.598521984    4.436933425    0.1260542698   0.3825561817   5.760776018    3.001111917    1.705075804    0.1284888647   0.2041959506   0.7826805766   0.6094674232   
133      I1         0.39006213     1.557022881    2.819203554    0.02480656156  0.1635546553   7.073311939    3.056860529    1.312493302    0.1040550921   0.1563546476   -0.4555072582  0.3227909049   
134      I1         1.112238945    1.046126403    4.306825615    0.3397412588   0.0894577734   2.95335473     1.012927465    0.5391927832   0.00675804169  0.05708258753  0.4947618117   1.05155598     
135      I1         1.910222725    1.847479596    3.327214513    0.5209092171   0.3976787274   9.991714094    1.421382374    0.5008992053   0.1208319425   0.02165232103  -0.1682531323  1.704595368    
136      I1         1.043622035    1.263157119    2.806236369    0.9572451715   0.5510643014   9.643499685    3.109061162    0.4713771753   0.08660149955  0.1832290459   -0.9727722923  0.3475607079   
137      I1         0.4628172735   1.780322116    2.854658815    0.4603745082   0.2851291717   6.983583116    2.532528402    1.60263534     0.1022558956   0.03821069424  0.1480514182   1.214652508    
138      I1         0.6937674698   2.103798969    3.940201022    0.7815431259   0.6275969085   0.7883891887   3.091278636    2.196188023    0.08542902613  0.2237406146   0.4020289255   0.1758224038   
139      I1         0.5882173616   1.176044486    3.113013275    0.6403466023   0.5659573334   8.467556951    3.317583316    2.112615225    0.05615738836  0.1768998632   -0.2072728166  0.4428049078   
140      I1         1.419750923    2.357674334    3.64413611     0.2856764246   0.9086691245   7.556041401    3.250847966    1.126898341    0.1194149804   0.1779324087   -0.6660303728  0.2150482264   
141      I1         1.266772467    2.412265176    4.081349423    0.7386928392   0.9145586888   1.53493775     3.239999224    1.960684558    0.1157424755   0.04141144298  -0.2716117608  0.9345258785   
142      I1         1.973633855    1.506790343    3.592951777    0.1211426688   0.041427187    1.350039983    3.132106181    2.003666432    0.02734482978  0.1418157446   -0.5389739954  0.5195194889   
143      I1         0.4245520053   1.402946111    2.672124427    0.6011013242   0.265478951    1.811339385    1.369440362    0.6547736416   0.07097839637  0.05650211406  0.8262394375   0.8618050211   
144      I1         1.387476395    2.274721958    3.568035854    0.8663153199   0.7930541209   3.8669091      2.093105397    0.5610207874   0.1392290088   0.07377570764  0.6449255038   0.5801886319   
145      I1         1.992340235    1.43732954     3.735986787    0.09902767284  0.2320823149   6.934065212    1.870636091    0.1176097277   0.1497748745   0.2888397846   0.8799337468   0.3324695081   
146      I1         1.158709209    2.580928054    3.142220271    0.7672713686   0.8399781579   1.001748151    1.886774861    0.2359845949   0.1129626796   0.285006374    -0.06178139925 0.1647050729   
147      I1         0.4951711073   2.07451978     3.432439771    0.05053750021  0.8481798991   6.396943043    3.176884412    1.622544334    0.08075162149  0.08025488314  0.6780633394   0.4385412727   
148      I1         1.591137745    2.318925935    3.706033907    0.4276016541   0.7229535531   5.440009602    3.073056107    1.873772372    0.001487679041 0.2186402212   -0.6841333417  0.2233742705   
149      I1         0.9287867655   2.675928452    4.374945498    0.03104441363  0.1678155591   5.705490445    1.787044704    2.245670059    0.1405389      0.2037516944   0.1132925225   0.6216273681   
150      I1         0.553361954    1.069215033    3.841892127    0.9442640393   0.1826518913   9.1037054      3.083430849    0.4326027368   0.05943629023  0.2696678741   0.6865103848   0.1490643449   
151      I1         0.4957277127   2.389903838    3.631972749    0.06617458841  0.3016913849   5.329205753    2.886943105    0.7533708459   0.04479664531  0.09010057412  -0.5216930269  0.6201941254   
152      I1         1.060029389    2.581201481    3.372267971    0.3576384864   0.3072631867   1.109917954    1.483319489    2.634639258    0.08244848076  0.2812353556   0.1863946817   0.2115722501   
153      I1         0.9430770165   1.418938544    3.994306987    0.6501463064   0.8168480328   1.606485542    1.226427779    2.716936522    0.07963139354  0.2716862961   0.8916820488   0.1701383078   
154      I1         0.4353517743   2.121766347    4.112339234    0.651920224    0.5786699087   0.3232059656   1.692970203    0.6910674963   0.02899701193  0.06378246774  -0.7542721321  1.211949657    
155      I1         0.8612097478   1.157943759    3.877114796    0.6088469602   0.09937325054  9.694709661    2.912259135    2.375098487    0.1397374954   0.2905105164   -0.001913281276 0.2251176946   
156      I1         1.122030833    1.836495014    3.122012242    0.18731588     0.1210128828   6.002778232    2.780756949    2.891697661    0.1410206686   0.2266093869   -0.8343110786  0.4785688859   
157      I1         1.008724434    1.373503888    2.517908039    0.07700316282  0.6257103703   5.557819973    1.932478028    2.916316551    0.07474756776  0.04482407092  0.9652715088   0.515491363    
158      I1         0.8771454601   1.672796838    2.711888592    0.5692604473   0.7141551185   5.25479592     2.236411736    0.7954323962   0.06626250586  0.03686720849  0.5822012304   1.034527063    
159      I1         0.7405778344   1.756530424    4.274627782    0.923528304    0.5912584852   8.246207784    1.973763582    2.753721959    0.1385545845   0.1704377504   -0.7687863937  0.4987256393   
160      I1         1.29869262     2.024084218    3.574314535    0.6653043869   0.8610236011   9.776148407    2.268349657    2.540658062    0.004219855167 0.1959651371   -0.2539313635  0.1475628102   
161      I1         0.6734119334   1.46124774     2.610208957    0.2612767029   0.9251221617   4.967030822    3.442628548    2.606592097    0.04512895783  0.05152381042  0.8039866818   0.7516751669   
162      I1         0.5149777703   1.664404193    3.810259928    0.3003703613   0.05025664172  6.197710501    2.608247359    2.86609213     0.08327369175  0.2090721666   -0.3858886557  0.2716338535   
